username,count,dates,range,mean
KalKenobi83,63,"[2014, 2013, 2014, 2020, 2014, 2017, 2017, 2018, 2015, 2019, 2018, 2014, 2016, 2014, 2015, 2019, 2018, 2015, 2019, 2019, 2014, 2020, 2016, 2014, 2017, 2014, 2015, 2018, 2014, 2020, 2017, 2017, 2017, 2020, 2016, 2017, 2014, 2019, 2016, 2020, 2018, 2016, 2017, 2014, 2014, 2016, 2014, 2017, 2014, 2015, 2014, 2015, 2016, 2015, 2014, 2019, 2014, 2014, 2014, 2015, 2014, 2017, 2016, 2015, 2016, 2017, 2014, 2017, 2016, 2013, 2018, 2016, 2014, 2014, 2014, 2017, 2014, 2017, 2017, 2019, 2019, 2014, 2014, 2015, 2017, 2014, 2015, 2020, 2017, 2017, 2017, 2014, 2017, 2016, 2015, 2015, 2014, 2019, 2019, 2019, 2020, 2014, 2015, 2020, 2020, 2015, 2017, 2017, 2017, 2016, 2014, 2014, 2017, 2017, 2017, 2014, 2018, 2014, 2015, 2014, 2014, 2018, 2015, 2016, 2014, 2014, 2016, 2014, 2014, 2016, 2015, 2017, 2017, 2015, 2015, 2015, 2015, 2014, 2015, 2019, 2015, 2015, 2015, 2017, 2015, 2013, 2016, 2015, 2019, 2014, 2020, 2014, 2016, 2016, 2016, 2015, 2014, 2016, 2017, 2014, 2014, 2017, 2015, 2017, 2014, 2015, 2014, 2017, 2015, 2016, 2015, 2014, 2014, 2014, 2014, 2014, 2014, 2014, 2014, 2014, 2019, 2014, 2019, 2015, 2015, 2015, 2017, 2015, 2015, 2016, 2015, 2020, 2016, 2016, 2017, 2013, 2014, 2019, 2015, 2017, 2014, 2014, 2014, 2016, 2014, 2017, 2014, 2016, 2014, 2017, 2017, 2014, 2016]",7,2015
paul_haakonsen,52,"[2018, 2020, 2015, 2016, 2016, 2018, 2016, 2011, 2010, 2016, 2012, 2011, 2016, 2016, 2015, 2016, 2017, 2016, 2015, 2018, 2018, 2016, 2016, 2019, 2016, 2010, 2019, 2018, 2019, 2019, 2011, 2015, 2016, 2019, 2018, 2018, 2018, 2014, 2015, 2016, 2011, 2014, 2019, 2019, 2010, 2016, 2018, 2015, 2010, 2018, 2012, 2016, 2018, 2016, 2010, 2016, 2014, 2015, 2017, 2016, 2010, 2014, 2013, 2014, 2013, 2016, 2017, 2017, 2013, 2011, 2015, 2017, 2011, 2017, 2015, 2019, 2014, 2013, 2017, 2018, 2016, 2017, 2013, 2018, 2018, 2011, 2018, 2013, 2015, 2010, 2014, 2013, 2012, 2011, 2015, 2011, 2013, 2015, 2016, 2010, 2013, 2018, 2019, 2013, 2017, 2016, 2017, 2020, 2019, 2016, 2011, 2018, 2010, 2018, 2016, 2017, 2017, 2010, 2016, 2018, 2011, 2017, 2012, 2016, 2018, 2013, 2013, 2011, 2012, 2014, 2013, 2017, 2011, 2018, 2016, 2018, 2016, 2016, 2015, 2011, 2014, 2017, 2013, 2018, 2013, 2018, 2011, 2015, 2010, 2013, 2012, 2018, 2010, 2013, 2018, 2010, 2010, 2011, 2016, 2015, 2011, 2015, 2016, 2010, 2014, 2015, 2010, 2016, 2012, 2016, 2015, 2015, 2018, 2019, 2017, 2010, 2012, 2013, 2015, 2015, 2015, 2015, 2020, 2015, 2015, 2015, 2018, 2011, 2016, 2017, 2011, 2013, 2011, 2012, 2016, 2018, 2015, 2014, 2012, 2012, 2015, 2012, 2016, 2013, 2016, 2013, 2013, 2015, 2015, 2010, 2018, 2016, 2017, 2012, 2010, 2017, 2016, 2011, 2016, 2013, 2016, 2013, 2015, 2019, 2020, 2020, 2020, 2015, 2016, 2016, 2016, 2019, 2018, 2015, 2016, 2014, 2018, 2016, 2016, 2018, 2010, 2016, 2017, 2013, 2011, 2018, 2014, 2015, 2016, 2016, 2015, 2011, 2013, 2011, 2019, 2016, 2013, 2013, 2012, 2017, 2013, 2013, 2016, 2014, 2011, 2019, 2015]",10,2014
pc95,116,"[2014, 2009, 2008, 2009, 2010, 2008, 2005, 2005, 2017, 2014, 2006, 2015, 2019, 2013, 2016, 2010, 2009, 2006, 2010, 2014, 2015, 2011, 2016, 2009, 2011, 2006, 2009, 2014, 2013, 2006, 2005, 2005, 2005, 2009, 2013, 2010, 2005, 2010, 2011, 2013, 2009, 2009, 2008, 2013, 2011, 2011, 2017, 2010, 2014, 2005, 2008, 2013, 2011, 2011, 2012, 2015, 2006, 2008, 2014, 2010, 2015, 2009, 2013, 2010, 2017, 2016, 2009, 2009, 2008, 2011, 2014, 2011, 2006, 2007, 2014, 2011, 2010, 2006, 2011, 2014, 2011, 2008, 2010, 2008, 2017, 2013, 2015, 2015, 2009, 2017, 2010, 2013, 2011, 2017, 2017, 2013, 2005, 2016, 2009, 2010, 2009, 2008, 2015, 2013, 2013, 2005, 2005, 2009, 2010, 2013, 2007, 2010, 2008, 2012, 2009, 2014, 2012, 2009, 2011, 2007, 2018, 2016, 2009, 2010, 2011, 2005, 2014, 2009, 2011, 2008, 2009, 2013, 2005, 2015, 2009, 2008, 2009, 2012, 2007, 2005, 2015, 2009, 2008, 2007, 2015, 2010, 2019, 2007, 2013, 2013, 2014, 2007, 2014, 2013, 2008, 2005, 2007, 2009, 2010, 2009, 2009, 2011, 2011, 2017, 2012, 2014, 2013, 2012, 2008, 2009, 2008, 2011, 2017, 2013, 2006, 2010, 2009, 2010, 2008, 2008, 2005, 2013, 2015, 2011, 2017, 2013, 2011, 2013, 2009, 2010]",14,2010
MaxBorg89,58,"[2008, 2005, 2011, 2007, 2007, 2010, 2007, 2008, 2007, 2009, 2008, 2005, 2010, 2007, 2007, 2008, 2007, 2007, 2006, 2009, 2006, 2007, 2010, 2007, 2005, 2005, 2008, 2006, 2010, 2005, 2007, 2007, 2006, 2008, 2006, 2006, 2008, 2005, 2010, 2005, 2006, 2005, 2006, 2006, 2007, 2007, 2007, 2010, 2007, 2009, 2007, 2005, 2008, 2008, 2007, 2007, 2005, 2008, 2005, 2011, 2009, 2007, 2008, 2011, 2007, 2005, 2008, 2009, 2005, 2005, 2007, 2005, 2005, 2008, 2008, 2008, 2007, 2008, 2009, 2010, 2008, 2009, 2007, 2008, 2010, 2008, 2006, 2006, 2006, 2007, 2009, 2006, 2005, 2006, 2007, 2006, 2008, 2005, 2006, 2006, 2006, 2009, 2006, 2006, 2006, 2008, 2006, 2007, 2006, 2007, 2010, 2007, 2006, 2005, 2006, 2010, 2012, 2005, 2008, 2008, 2007, 2010, 2005, 2010, 2008, 2008, 2008, 2006, 2006, 2005, 2007, 2007, 2007, 2010, 2005, 2005, 2008, 2005, 2006, 2009, 2007, 2005, 2005, 2007, 2009, 2005, 2005, 2005, 2005, 2005, 2005, 2008, 2006, 2005, 2008, 2005, 2005, 2007, 2005, 2009, 2006, 2008, 2012, 2006, 2006, 2008, 2010, 2006, 2006, 2007, 2010, 2006, 2006, 2006, 2008, 2005, 2010, 2008, 2007, 2008, 2005, 2005, 2007, 2005, 2005, 2005, 2009, 2007, 2006, 2007, 2005, 2007, 2008, 2005, 2008, 2010, 2009, 2005, 2007, 2009, 2008, 2005, 2008, 2007, 2010, 2009, 2005, 2008, 2008, 2006, 2009, 2005, 2006, 2005, 2009, 2006, 2005, 2009, 2007]",7,2007
Laakbaar,153,"[2016, 2014, 2005, 2017, 2015, 2014, 2015, 2015, 2012, 2016, 2015, 2017, 2015, 2016, 2017, 2013, 2015, 2016, 2014, 2014, 2013, 2014, 2012, 2014, 2012, 2016, 2017, 2014, 2013, 2016, 2017, 2017, 2014, 2012, 2013, 2016, 2014, 2014, 2014, 2014, 2015, 2013, 2014, 2017, 2016, 2013, 2014, 2013, 2012, 2012, 2014, 2015, 2014, 2014, 2013, 2015, 2015, 2016, 2013, 2017, 2012, 2013, 2017, 2017, 2015, 2012, 2014, 2013, 2014, 2012, 2015, 2012, 2015, 2013, 2013, 2013, 2016, 2013, 2012, 2017, 2013, 2013, 2012, 2017, 2015, 2012, 2013, 2016, 2017, 2017, 2015, 2012, 2012, 2014, 2012, 2012, 2016, 2012, 2012, 2013, 2012, 2014, 2013, 2014, 2013, 2013, 2015, 2014, 2012, 2013, 2014, 2015, 2013, 2017, 2015, 2014, 2015, 2014, 2014, 2012, 2016, 2013, 2014, 2012, 2015, 2013, 2013, 2013, 2015, 2014, 2015, 2017, 2013, 2014, 2015, 2013]",12,2014
michael_the_nermal,92,"[2011, 2014, 2007, 2010, 2012, 2007, 2008, 2016, 2009, 2006, 2008, 2009, 2006, 2013, 2007, 2009, 2009, 2007, 2008, 2008, 2008, 2009, 2009, 2007, 2006, 2007, 2007, 2006, 2016, 2018, 2007, 2008, 2012, 2006, 2008, 2010, 2008, 2012, 2006, 2007, 2007, 2009, 2013, 2013, 2015, 2014, 2006, 2014, 2008, 2009, 2008, 2008, 2006]",12,2009
OttoVonB,70,"[2002, 2014, 2019, 2002, 2002, 2004, 2002, 2017, 2011, 2003, 2007, 2016, 2002, 2002, 2017, 2007, 2007, 2013, 2002, 2007, 2007, 2002, 2007, 2002, 2002, 2014, 2007, 2007, 2004, 2014, 2007, 2002, 2002, 2013, 2015, 2013, 2007, 2002, 2016, 2013, 2003, 2002, 2012, 2007, 2015, 2003, 2002, 2017, 2006, 2007, 2006, 2002, 2015, 2017, 2016, 2006, 2004, 2006, 2004, 2002, 2006, 2015, 2017, 2003, 2012, 2002, 2006, 2006, 2016, 2014, 2013, 2011, 2006, 2004, 2006, 2003, 2002, 2006, 2007, 2007, 2011, 2004, 2006, 2006, 2006]",17,2007
Lily_hoho,89,"[2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020]",0,2020
Danusha_Goska,344,"[2007, 2008, 2013, 2018, 2004, 2014, 2015, 2009, 2013, 2008, 2009, 2005, 2017, 2005, 2008, 2010, 2006, 2015, 2006, 2018, 2006, 2013, 2006, 2005, 2004, 2017, 2007, 2006, 2011, 2018, 2009, 2005, 2007, 2013, 2013, 2007, 2007, 2007, 2019, 2011, 2014, 2005, 2009, 2006, 2010, 2007, 2014, 2017, 2006, 2009, 2007, 2009, 2018, 2008, 2009, 2007, 2009, 2008, 2014, 2019, 2008, 2015, 2020, 2017, 2008, 2012, 2012, 2017, 2014, 2004, 2015, 2019, 2006, 2016, 2004, 2011, 2007, 2006, 2007, 2006, 2007, 2007, 2008, 2007, 2016, 2006, 2007, 2010, 2013, 2009, 2007, 2014, 2006, 2009, 2017, 2013, 2015, 2005, 2019, 2018, 2006, 2006, 2010, 2006, 2011, 2011, 2004, 2016, 2008, 2004, 2006, 2016, 2013, 2009, 2006, 2008, 2007, 2006, 2011, 2006, 2014, 2013, 2006, 2006, 2014, 2010, 2008, 2014, 2007, 2009, 2014, 2006, 2004, 2006, 2009, 2006, 2007, 2009, 2016, 2010, 2004, 2009, 2011, 2006, 2008, 2008, 2009, 2009, 2006, 2008, 2008, 2008, 2007, 2005, 2013, 2005, 2006, 2006, 2013, 2007, 2009]",16,2009
bsinc,120,"[2007, 2002, 2007, 2002, 2002, 2002, 2002, 2003, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2003, 2004, 2006, 2003, 2002, 2005, 2002, 2003, 2002, 2004, 2006, 2003, 2007, 2003, 2005, 2003, 2002, 2006, 2003, 2004, 2004, 2002, 2003, 2002, 2002, 2002, 2005, 2002, 2004, 2002, 2002, 2002, 2002, 2002, 2007, 2007, 2003, 2003, 2005, 2005, 2006, 2003, 2003, 2006, 2003, 2002, 2004, 2002, 2002, 2002, 2003, 2006, 2002, 2004, 2002, 2002, 2003, 2003, 2007, 2007, 2002, 2003, 2003, 2002, 2005, 2002, 2004, 2005, 2002, 2003, 2002]",5,2003
bowmanblue,98,"[2017, 2014, 2018, 2017, 2015, 2014, 2014, 2014, 2014, 2014, 2015, 2018, 2014, 2014, 2014, 2018, 2014, 2014, 2014, 2014, 2014, 2017, 2014, 2015, 2019, 2015, 2014, 2018, 2017, 2014, 2018, 2017, 2020, 2016, 2019, 2018, 2019, 2017, 2018, 2020, 2014, 2015, 2014, 2016, 2017, 2014, 2020, 2019, 2015, 2018, 2018, 2014, 2014, 2017, 2018, 2014, 2014, 2018, 2016, 2014, 2014, 2018, 2015, 2019, 2015, 2014, 2017, 2015, 2015, 2019, 2014, 2018, 2019, 2018, 2015, 2018, 2015, 2016, 2017, 2014, 2019, 2014, 2014, 2014, 2017, 2017, 2017, 2014, 2015, 2014, 2014, 2019, 2016, 2014, 2020, 2014, 2014, 2014, 2017, 2014, 2016, 2017, 2015, 2015, 2015, 2015, 2017, 2014, 2018, 2015, 2015, 2017, 2020, 2014, 2019, 2015, 2015, 2014, 2014, 2014, 2017, 2017, 2014, 2018, 2018, 2014, 2018, 2018, 2019, 2015, 2014, 2018, 2016, 2018, 2014, 2017, 2018, 2015, 2016, 2014, 2014, 2015, 2014, 2014, 2017, 2015, 2014, 2014, 2014, 2017, 2019, 2019, 2017, 2017, 2014, 2017, 2014, 2014, 2015, 2017, 2014, 2017, 2018, 2015, 2014, 2014, 2019, 2014, 2015, 2017, 2014, 2014, 2016, 2014, 2016, 2014, 2017, 2014, 2018, 2014, 2014, 2014, 2016, 2014, 2018, 2014, 2014, 2018, 2017, 2015, 2014, 2014, 2014, 2015, 2018, 2014, 2014, 2014, 2018, 2017, 2014, 2019, 2014, 2015, 2015, 2019, 2015, 2018, 2017, 2014, 2016, 2014, 2014, 2014, 2017, 2016, 2014, 2017, 2019, 2019, 2018, 2017, 2014, 2015, 2014, 2019, 2015, 2015, 2019, 2014, 2014, 2015, 2017, 2014, 2015, 2017, 2015, 2018, 2019, 2015, 2015, 2016, 2017, 2018, 2015, 2015, 2016, 2015, 2018, 2015, 2014, 2016, 2016, 2017, 2014, 2014, 2015, 2015, 2015, 2015, 2018, 2020, 2015, 2014, 2018, 2018, 2014, 2014, 2019, 2015, 2014, 2014, 2019, 2014, 2014, 2014, 2014, 2017, 2016, 2014, 2015, 2014, 2014, 2015, 2014, 2020, 2020, 2020, 2017, 2016, 2015, 2014, 2015, 2015, 2017, 2016, 2018, 2014, 2016, 2018, 2020, 2014, 2014, 2015, 2019, 2019, 2019, 2018, 2014, 2014, 2014, 2014, 2014, 2019, 2015, 2018, 2014, 2017, 2014, 2014, 2019, 2014, 2019, 2014, 2019, 2014, 2020, 2015, 2014, 2019, 2014, 2014, 2018, 2019, 2017, 2014, 2015, 2014, 2014, 2015, 2017, 2014, 2015, 2017, 2015, 2014, 2014, 2015, 2014, 2015]",6,2015
tubby1,101,"[2009, 2008, 2008, 2010, 2008, 2009, 2008, 2010, 2009, 2008, 2010, 2011, 2010, 2008, 2008, 2009, 2008, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2008, 2009, 2009, 2008, 2010, 2009, 2008, 2008, 2009, 2009, 2008, 2011, 2008, 2009, 2013, 2008, 2008, 2009, 2009, 2008, 2010, 2012, 2009, 2012, 2008, 2008, 2011, 2009, 2008, 2012, 2010, 2014, 2009, 2008, 2008, 2010, 2010, 2009, 2009, 2009, 2009, 2008, 2008, 2010, 2009]",6,2009
subxerogravity,96,"[2016, 2018, 2016, 2020, 2017, 2015, 2015, 2019, 2018, 2017, 2016, 2015, 2017, 2015, 2018, 2015, 2016, 2019, 2017, 2015, 2019, 2017, 2015, 2015, 2020, 2018, 2016, 2016, 2016, 2016, 2017, 2015, 2015, 2016, 2016, 2019, 2015, 2017, 2018, 2017, 2017, 2016, 2018, 2017, 2019, 2018, 2015, 2017, 2017, 2017, 2019, 2019, 2015, 2016, 2019, 2016, 2015, 2016, 2015, 2017, 2015, 2015, 2015, 2016, 2019, 2019, 2015, 2015, 2016, 2017, 2017, 2019, 2019, 2017, 2015, 2015, 2015, 2016, 2019, 2016, 2015, 2016, 2015, 2017, 2016, 2016, 2015, 2015, 2017, 2017, 2015, 2019, 2015, 2017, 2015, 2015, 2016, 2016, 2016, 2015, 2016, 2015, 2017, 2016, 2015, 2019, 2019, 2016, 2017, 2015, 2016, 2015, 2016, 2015, 2016, 2017, 2019, 2016, 2019, 2016, 2016, 2015, 2017, 2016, 2019, 2015, 2016]",5,2016
DICK STEEL,145,"[2007, 2011, 2007, 2009, 2008, 2012, 2007, 2009, 2007, 2007, 2008, 2009, 2009, 2011, 2007, 2004, 2010, 2008, 2009, 2012, 2008, 2008, 2009, 2011, 2007, 2005, 2005, 2007, 2007, 2006, 2008, 2007, 2011, 2007, 2007, 2008, 2006, 2012, 2011, 2006, 2011, 2008, 2011, 2011, 2006, 2010, 2009, 2005, 2007, 2009, 2005, 2010, 2006, 2005, 2013, 2009, 2008, 2005, 2005, 2005, 2011, 2012, 2010, 2009, 2009, 2009, 2007, 2013, 2005, 2005, 2009, 2007, 2011, 2010, 2010, 2007, 2005, 2007, 2013, 2007, 2005, 2009, 2011, 2007, 2007, 2005, 2013, 2011, 2008, 2011, 2010, 2005, 2007, 2007, 2008, 2006, 2009, 2006, 2008, 2013, 2006, 2010, 2011, 2005, 2007, 2008, 2005, 2011, 2006, 2007, 2005, 2012, 2010, 2012, 2007, 2009, 2008, 2006, 2012, 2009, 2006, 2012, 2011, 2010, 2009, 2006, 2011, 2010, 2008, 2010, 2008, 2013, 2012, 2006, 2011, 2010, 2007, 2009, 2011, 2008, 2007, 2010, 2012, 2012, 2011, 2013, 2006, 2007, 2012, 2006, 2005, 2012, 2008, 2013, 2008, 2007, 2006, 2004, 2010, 2012, 2011, 2009, 2005, 2011, 2006, 2009, 2009, 2005, 2006, 2007, 2004, 2007, 2008, 2008, 2011, 2013, 2007, 2004, 2009, 2008, 2007, 2009, 2006, 2007, 2006, 2011, 2012, 2006, 2010, 2012, 2009, 2011, 2008, 2008, 2011, 2007, 2005, 2010, 2007, 2009, 2011, 2012, 2011, 2008, 2010, 2004, 2005, 2006, 2011, 2005, 2006, 2008, 2004, 2009, 2011, 2007, 2010, 2007, 2010, 2006, 2013, 2005, 2012, 2009, 2011, 2007, 2009, 2005, 2007, 2006, 2008, 2006, 2011, 2011, 2007, 2008, 2009, 2006, 2010, 2012, 2006, 2009, 2005, 2011, 2011, 2012, 2011, 2008, 2012, 2005, 2006, 2010, 2012, 2007, 2009, 2012, 2005, 2009, 2006, 2008, 2012, 2006, 2008, 2012, 2010, 2011, 2012, 2007, 2011, 2010, 2007, 2009, 2011, 2008, 2006, 2012, 2006, 2012, 2009, 2007, 2013, 2008, 2004, 2006, 2012, 2005, 2011, 2007, 2007, 2010, 2005, 2005, 2010, 2008, 2006, 2007, 2008, 2008, 2005, 2012, 2006, 2007, 2006, 2009, 2010, 2007, 2010, 2007, 2010, 2011, 2012, 2009, 2009, 2011, 2007, 2012, 2009, 2009, 2008, 2011, 2012, 2012, 2006, 2010, 2007, 2011, 2009, 2008, 2012, 2008, 2012, 2011, 2009, 2010, 2006, 2009, 2008, 2006, 2008, 2008, 2005, 2013, 2011, 2009, 2007, 2010, 2011, 2012, 2011, 2006, 2008, 2013, 2007, 2009]",9,2008
ldavis-2,108,"[2003, 2005, 2002, 2007, 2005, 2006, 2012, 2002, 2004, 2006, 2003, 2003, 2002, 2006, 2003, 2005, 2009, 2007, 2002, 2008, 2018, 2017, 2008, 2007, 2007, 2003, 2019, 2006, 2007, 2006, 2002, 2008, 2003, 2006, 2008, 2005, 2002, 2003, 2006, 2007, 2005, 2009, 2009, 2007, 2003, 2004, 2007, 2007, 2012, 2002, 2011, 2007, 2010, 2005, 2006, 2005]",17,2006
stevenrotherforth,113,"[2018, 2019, 2020, 2018, 2019, 2018, 2018, 2019, 2019, 2018, 2017, 2016, 2018, 2018, 2019, 2019, 2016, 2018, 2018, 2016, 2017, 2017, 2018, 2020, 2018, 2019, 2017, 2019, 2019, 2019, 2017, 2017, 2017, 2020, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2020, 2017, 2018, 2017, 2019, 2017, 2017, 2019, 2018, 2019, 2016, 2017, 2017, 2019, 2017, 2019, 2018, 2019, 2017, 2019, 2018, 2018, 2017, 2019, 2018, 2017]",4,2017
blackburnj-1,133,"[2011, 2008, 2008, 2008, 2008, 2008, 2008, 2011, 2008, 2008, 2008, 2008, 2009, 2004, 2004, 2009, 2009, 2008, 2007, 2009, 2005, 2009, 2007, 2008, 2007, 2008, 2008, 2005, 2008, 2009, 2008, 2007, 2008, 2005, 2008, 2008, 2009, 2005, 2009, 2008, 2008, 2005, 2008, 2007, 2005, 2007, 2008, 2009, 2008, 2008, 2011, 2011, 2007, 2009, 2008, 2004, 2008, 2008, 2008, 2009, 2007, 2009, 2009, 2005, 2009, 2009, 2009, 2008, 2008]",7,2007
johnmschofield,109,"[2009, 2009, 2009, 2009, 2009, 2009, 2010, 2010, 2011, 2009, 2009, 2010, 2013, 2009, 2009, 2009, 2009, 2010, 2010, 2011, 2009, 2010, 2010, 2009, 2009, 2013, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2010, 2009, 2013, 2009, 2009, 2009, 2010, 2010, 2009]",4,2009
Carycomic,50,"[2008, 2003, 2017, 2019, 2018, 2005, 2017, 2004, 2018, 2003, 2008, 2019, 2006, 2008, 2016, 2010, 2016, 2003, 2007, 2005, 2003, 2003, 2007, 2014, 2017, 2019, 2017, 2017, 2020, 2017, 2017, 2019, 2008, 2013, 2016, 2011, 2006, 2007, 2003, 2006, 2016, 2007, 2006, 2003, 2007, 2004, 2016, 2003, 2012, 2015, 2017, 2013, 2019, 2015, 2017, 2016, 2011, 2003, 2005, 2012, 2007, 2004, 2012, 2006, 2008, 2006, 2003, 2008, 2007, 2003, 2003, 2016, 2003, 2004, 2017, 2007, 2011, 2003, 2008, 2008, 2009, 2013, 2005, 2017, 2016, 2014, 2011, 2006, 2007, 2004]",17,2010
Steffi_P,80,"[2010, 2012, 2011, 2010, 2008, 2011, 2011, 2012, 2011, 2011, 2007, 2011, 2007, 2011, 2009, 2012, 2011, 2011, 2010, 2012, 2011, 2007, 2008, 2012, 2012, 2010, 2010, 2010, 2006, 2011, 2007, 2011, 2012, 2011, 2012, 2009, 2007, 2011, 2012, 2012, 2010, 2011, 2011, 2012, 2010, 2011, 2012, 2012, 2010, 2010, 2012, 2010, 2011, 2011, 2006, 2010, 2012, 2007, 2011, 2011, 2009, 2011, 2006, 2009, 2012, 2012, 2012, 2010, 2006, 2007, 2011, 2012, 2009, 2010, 2009, 2008, 2010, 2012, 2010, 2010, 2011, 2011, 2006, 2010, 2012, 2012, 2012, 2011, 2011, 2012, 2011, 2007, 2011, 2011, 2010, 2012, 2011, 2006]",6,2010
charchuk,101,"[2007, 2007, 2007, 2007, 2007, 2007, 2007, 2008, 2007, 2006, 2007, 2007, 2007, 2007, 2008, 2007, 2008, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2006, 2007, 2007, 2007, 2006, 2006, 2008, 2007, 2007, 2006, 2007, 2007, 2006, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2006, 2008, 2007, 2007, 2007, 2007, 2007, 2008, 2006, 2007, 2007, 2006, 2007, 2007, 2007, 2007, 2008, 2007, 2006, 2007, 2007, 2007, 2007, 2006, 2008, 2007, 2007, 2007, 2007, 2008, 2006, 2006, 2007, 2007, 2007, 2008, 2008, 2007, 2006, 2006, 2004, 2007, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2008, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2008, 2007, 2007, 2006, 2007, 2007, 2006, 2006, 2006, 2007, 2008, 2006, 2008, 2006, 2007]",4,2006
ryanskywalker-87402,61,"[2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017]",0,2017
Edvis-1997,59,"[2019, 2019, 2020, 2019, 2018, 2018, 2020, 2018, 2018, 2020, 2019, 2019, 2019, 2018, 2018, 2020, 2020, 2019, 2018, 2020, 2018, 2019, 2019, 2019, 2018, 2018, 2018, 2018, 2020, 2019, 2019, 2018, 2018, 2018, 2018, 2020, 2018, 2019, 2018, 2020, 2019, 2018, 2019, 2020, 2019, 2019, 2020, 2018, 2018, 2019, 2018, 2018, 2018, 2018]",2,2018
Galina_movie_fan,77,"[2008, 2017, 2006, 2006, 2010, 2005, 2006, 2004, 2004, 2008, 2009, 2009, 2012, 2008, 2009, 2007, 2007, 2007, 2005, 2007, 2008, 2007, 2008, 2005, 2007, 2010, 2005, 2005, 2004, 2005, 2005, 2007, 2006, 2005, 2005, 2006, 2009, 2010, 2007, 2009, 2005, 2005, 2007, 2008, 2010, 2009, 2008, 2013, 2007, 2012, 2009, 2007, 2009, 2007, 2006, 2005, 2011, 2005, 2010, 2006, 2006, 2007, 2006, 2007, 2007, 2007, 2009, 2007, 2008, 2006, 2006, 2008, 2008, 2005, 2009, 2009, 2006, 2008, 2008, 2009, 2012, 2005, 2015, 2007, 2005, 2009, 2006, 2008, 2006, 2006, 2006, 2008, 2006, 2010, 2009, 2010, 2012, 2007, 2011, 2007, 2005, 2009, 2010, 2005, 2009, 2008, 2005, 2007, 2011, 2005, 2007, 2005, 2010, 2013, 2012, 2011, 2007, 2008, 2007, 2006, 2010, 2017]",13,2007
Isaac5855,95,"[2006, 2006, 2007, 2008, 2008, 2008, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2009, 2005, 2007, 2009, 2008, 2007, 2007, 2007, 2009, 2009, 2007, 2009, 2006, 2007, 2009, 2005, 2007, 2007, 2008, 2008, 2011, 2007, 2006, 2009, 2009, 2007, 2007, 2008, 2006, 2009, 2007, 2005, 2007, 2007, 2007, 2006, 2006]",6,2007
